Asvi,AsviR,Sexe,Age,Tage,Couple,Vmatri,Diplome,Occupa,Work,statut,Herit,Pere,Mere,Gparp,gparm,Jgrav,Livep,Epalo,fepsal,vmob,livdf,pel,cel,qpep,asdecv,Retrait,Qpea,Urbani,Zeat,Nbenf,Nbenfq,Iogoc,terre,dette,bdetre,hdetvo,ident
AsO,0,Sh,40,T50,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerN,MerO,GppN,gpmO,JgvO,LivO,EplO,fesO,vmoO,ldfO,pelO,celO,qppN,asdN,RepN,QpeO,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04853
AsO,0,Sf,34,T40,CouO,Vmar,Db+5,Oact,WctA,spub,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celO,qppN,asdN,RepN,QpeO,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04854
AsN,1,Sh,49,T50,CouO,Vmar,Dtec,Oina,WctB,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplO,fesN,vmoO,ldfN,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zne,1,Nbe1,Ipro,terN,detO,bemO,hevO,04855
AsN,1,Sf,46,T50,CouO,Vmar,Dbepc,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,1,Nbe1,Ipro,terN,detO,bemO,hevO,04856
AsN,1,Sh,39,T40,CouO,Vmar,Dtec,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepO,QpeN,U4,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevN,04857
AsN,1,Sf,31,T40,CouO,Vmar,Dsan,Oact,Wemp,spub,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevN,04858
AsN,1,Sh,27,T30,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevO,04859
AsN,1,Sf,26,T30,CouO,Vmar,Dbac,Oina,WctC,spriv,HerN,PerO,MerO,GppO,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevO,04860
AsN,1,Sh,34,T40,CouO,Vmar,Dsan,Oact,WctC,spub,HerN,PerN,MerN,GppN,gpmO,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevO,04861
AsN,1,Sf,41,T50,CouO,Vmar,Dsan,Oact,Wemp,spub,HerN,PerO,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevO,04862
AsN,1,Sh,31,T40,CouO,Vmar,Dsan,Oina,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevN,04863
AsN,1,Sf,28,T30,CouO,Vmar,Dsan,Oina,Wemp,spriv,HerN,PerO,MerO,GppN,gpmO,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevN,04864
AsN,1,Sh,42,T50,CouO,Vmar,Db+5,Oact,WctA,spub,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesO,vmoN,ldfO,pelO,celN,qppN,asdO,RepN,QpeN,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04865
AsN,1,Sf,38,T40,CouO,Vmar,Dsan,Oact,WctB,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04866
AsN,1,Sh,23,T30,CouO,Vcel,Db+5,Oina,Wemp,spriv,HerO,PerO,MerO,GppO,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Iloc,terN,detN,bemN,hevN,04867
AsN,1,Sf,22,T30,CouO,Vcel,Dbepc,Oact,Wemp,spriv,HerN,PerN,MerO,GppO,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Iloc,terN,detN,bemN,hevN,04868
AsN,1,Sf,57,T60,CouN,Vsep,Dcep,Oina,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,1,Nbe1,Ipro,terN,detN,bemN,hevN,04869
AsO,0,Sh,39,T40,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplO,fesO,vmoO,ldfO,pelO,celO,qppO,asdN,RepO,QpeN,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04870
AsO,0,Sf,33,T40,CouO,Vmar,Dbac,Oina,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04871
AsN,1,Sh,48,T50,CouO,Vmar,Dcep,Oact,Wemp,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,3,Nb>3,Ipro,terN,detO,bemN,hevN,04872
AsN,1,Sf,52,T60,CouO,Vmar,Dsan,Oina,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,3,Nb>3,Ipro,terN,detO,bemN,hevN,04873
AsN,1,Sh,31,T40,CouO,Vmar,Db+2,Oact,WctC,spriv,HerN,PerO,MerO,GppO,gpmO,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppO,asdN,RepO,QpeN,U4,Zne,0,Nbe0,Ipro,terN,detO,bemN,hevO,04874
AsN,1,Sf,33,T40,CouO,Vmar,Db+2,Oina,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Ipro,terN,detO,bemN,hevO,04875
AsN,1,Sh,49,T50,CouN,Vsep,Dcep,Oret,Wemp,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,2,Nbe2,Ipro,terN,detN,bemN,hevN,04876
AsN,1,Sf,46,T50,CouO,Vmar,Dtec,Oina,Wemp,spub,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplO,fesN,vmoN,ldfN,pelN,celO,qppN,asdN,RepN,QpeN,U4,Zne,1,Nbe1,Ipro,terN,detO,bemO,hevN,04877
AsO,0,Sh,45,T50,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celO,qppN,asdN,RepN,QpeO,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04878
AsO,0,Sf,41,T50,CouO,Vmar,Db+2,Oina,WctB,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04879
AsN,1,Sh,55,T60,CouO,Vmar,Dsan,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04880
AsN,1,Sf,36,T40,CouO,Vmar,Dtec,Oact,Wemp,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04881
AsN,1,Sh,29,T30,CouO,Vcel,Dbac,Oact,Wemp,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04882
AsN,1,Sf,29,T30,CouO,Vcel,Db+2,Oact,Wemp,spriv,HerN,PerO,MerO,GppO,gpmO,JgvO,LivO,EplO,fesO,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04883
AsN,1,Sh,52,T60,CouN,Vsep,Dtec,Oact,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelN,celO,qppO,asdN,RepN,QpeN,U4,Zne,1,Nbe1,Iloc,terN,detN,bemN,hevN,04884
AsN,1,Sf,86,T80,CouN,Vsep,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Iloc,terN,detN,bemN,hevN,04885
AsN,1,Sf,48,T50,CouN,Vmar,Db+5,Oina,WctA,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Iloc,terN,detN,bemN,hevN,04886
AsO,0,Sh,64,T70,CouO,Vsep,Dcep,Oret,WctA,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U4,Zne,2,Nbe2,Iloc,terN,detN,bemN,hevN,04887
AsO,0,Sf,60,T70,CouO,Vcel,Dbac,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celO,qppN,asdN,RepN,QpeN,U4,Zne,2,Nbe2,Iloc,terN,detN,bemN,hevN,04888
AsN,1,Sh,39,T40,CouN,Vcel,Dtec,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Iloc,terN,detN,bemN,hevN,04889
AsN,1,Sf,78,T80,CouO,Vmar,Dcep,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,3,Nb>3,Iloc,terN,detN,bemN,hevN,04890
AsN,1,Sh,43,T50,CouO,Vmar,Dsan,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Ipro,terN,detN,bemN,hevN,04891
AsN,1,Sf,49,T50,CouO,Vmar,Dcep,Oact,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Ipro,terN,detN,bemN,hevN,04892
AsN,1,Sh,75,T80,CouO,Vmar,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,4,Nb>3,Iloc,terN,detN,bemN,hevN,04893
AsN,1,Sf,71,T80,CouO,Vmar,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,4,Nb>3,Iloc,terN,detN,bemN,hevN,04894
AsN,1,Sh,76,T80,CouO,Vmar,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppO,asdN,RepN,QpeN,U4,Zne,9,Nb>3,Ipro,terN,detN,bemN,hevN,04895
AsN,1,Sf,74,T80,CouO,Vmar,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppO,asdN,RepN,QpeN,U4,Zne,9,Nb>3,Ipro,terN,detN,bemN,hevN,04896
AsN,1,Sh,42,T50,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesO,vmoO,ldfO,pelO,celO,qppN,asdN,RepO,QpeO,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04897
AsN,1,Sf,34,T40,CouO,Vmar,Dtec,Oact,Wemp,spub,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppO,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04898
AsN,1,Sh,27,T30,CouO,Vmar,Dbac,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdO,RepN,QpeN,U4,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevO,04899
AsN,1,Sf,21,T30,CouO,Vmar,Dsan,Oact,Wemp,spriv,HerN,PerN,MerO,GppN,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevO,04900
AsO,0,Sh,65,T70,CouO,Vmar,Dbepc,Oret,WctA,spub,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,1,Nbe1,Ipro,terN,detN,bemN,hevN,04901
AsO,0,Sf,66,T70,CouO,Vmar,Dtec,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,1,Nbe1,Ipro,terN,detN,bemN,hevN,04902
AsN,1,Sh,62,T70,CouO,Vmar,Dtec,Oina,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,3,Nb>3,Iloc,terN,detN,bemN,hevN,04903
AsN,1,Sf,64,T70,CouO,Vmar,Dbac,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zne,3,Nb>3,Iloc,terN,detN,bemN,hevN,04904
AsN,1,Sh,67,T70,CouO,Vmar,Db+2,Oret,WctA,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celO,qppO,asdN,RepN,QpeO,U1,Zne,1,Nbe1,Ipro,terN,detN,bemN,hevN,04905
AsO,0,Sf,60,T70,CouO,Vmar,Db+5,Oret,WctA,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeO,U1,Zne,1,Nbe1,Ipro,terN,detN,bemN,hevN,04906
AsN,1,Sf,63,T70,CouN,Vsep,Dsan,Oina,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,8,Nb>3,Ipro,terN,detN,bemN,hevN,04907
AsN,1,Sf,36,T40,CouO,Vmar,Dtec,Oact,Wemp,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detN,bemN,hevN,04908
AsN,1,Sh,55,T60,CouO,Vmar,Dtec,Oina,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdO,RepN,QpeN,U1,Zne,4,Nb>3,Ipro,terN,detN,bemN,hevN,04909
AsN,1,Sf,49,T50,CouO,Vmar,Dsan,Oina,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdO,RepN,QpeN,U1,Zne,4,Nb>3,Ipro,terN,detN,bemN,hevN,04910
AsN,1,Sh,31,T40,CouO,Vcel,Db+2,Oact,WctB,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepO,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevO,04911
AsN,1,Sf,28,T30,CouO,Vcel,Db+2,Oact,Wemp,spub,HerN,PerO,MerO,GppN,gpmO,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepO,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevO,04912
AsN,1,Sf,24,T30,CouN,Vcel,Dsan,Oina,Wemp,spub,HerO,PerN,MerN,GppO,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detN,bemN,hevN,04913
AsN,1,Sh,43,T50,CouO,Vcel,Dsan,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Iloc,terN,detN,bemN,hevN,04914
AsN,1,Sf,33,T40,CouO,Vcel,Dsan,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Iloc,terN,detN,bemN,hevN,04915
AsN,1,Sh,54,T60,CouO,Vmar,Db+2,Oina,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesO,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,3,Nb>3,Ipro,terN,detO,bemO,hevN,04916
AsN,1,Sf,48,T50,CouO,Vmar,Dbac,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesO,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,3,Nb>3,Ipro,terN,detO,bemO,hevN,04917
AsN,1,Sh,78,T80,CouN,Vsep,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,1,Nbe1,Ipro,terN,detN,bemN,hevN,04918
AsO,0,Sh,33,T40,CouO,Vcel,Db+2,Oact,Wemp,spub,HerN,PerO,MerO,GppN,gpmO,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04919
AsN,1,Sf,30,T40,CouO,Vcel,Db+2,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04920
AsO,0,Sh,66,T70,CouO,Vmar,Db+2,Oret,WctA,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelN,celO,qppN,asdN,RepN,QpeO,U1,Zne,6,Nb>3,Ipro,terO,detN,bemN,hevN,04921
AsO,0,Sf,65,T70,CouO,Vmar,Dcep,Oret,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U1,Zne,6,Nb>3,Ipro,terO,detN,bemN,hevN,04922
AsN,1,Sf,78,T80,CouN,Vsep,Dsan,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detN,bemN,hevN,04923
AsN,1,Sh,39,T40,CouO,Vmar,Dtec,Oact,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesO,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemN,hevO,04924
AsN,1,Sf,37,T40,CouO,Vmar,Dtec,Oact,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelN,celO,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemN,hevO,04925
AsN,1,Sh,46,T50,CouO,Vsep,Dsan,Oact,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,2,Nbe2,Ipro,terN,detO,bemN,hevO,04926
AsN,1,Sf,44,T50,CouO,Vsep,Dsan,Oina,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,2,Nbe2,Ipro,terN,detO,bemN,hevO,04927
AsN,1,Sh,48,T50,CouO,Vmar,Db+2,Oact,WctA,spub,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U1,Zne,2,Nbe2,Ipro,terN,detO,bemO,hevO,04928
AsN,1,Sf,43,T50,CouO,Vmar,Dbepc,Oact,Wemp,spub,HerO,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,2,Nbe2,Ipro,terN,detO,bemO,hevO,04929
AsO,0,Sh,31,T40,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevO,04930
AsN,1,Sh,65,T70,CouO,Vmar,Dsan,Oret,WctC,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,04931
AsN,1,Sf,66,T70,CouO,Vmar,Dcep,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,04932
AsN,1,Sf,22,T30,CouO,Vcel,Db+2,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04933
AsN,1,Sh,51,T60,CouO,Vmar,Db+2,Oact,WctA,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivN,EplN,fesO,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemN,hevO,04934
AsO,0,Sf,41,T50,CouO,Vmar,Dbac,Oact,WctB,spriv,HerN,PerO,MerN,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemN,hevO,04935
AsN,1,Sh,51,T60,CouO,Vmar,Dcep,Oina,WctB,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppO,asdN,RepN,QpeN,U1,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,04936
AsO,0,Sh,55,T60,CouN,Vsep,Dbac,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U1,Zne,1,Nbe1,Ipro,terN,detN,bemN,hevN,04937
AsN,1,Sh,82,T80,CouO,Vmar,Dcep,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U1,Zne,1,Nbe1,Ipro,terO,detN,bemN,hevN,04938
AsN,1,Sh,43,T50,CouO,Vmar,Dsan,Oact,WctC,spriv,HerO,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,2,Nbe2,Ipro,terN,detO,bemO,hevN,04939
AsN,1,Sf,46,T50,CouO,Vmar,Dcep,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,2,Nbe2,Ipro,terN,detO,bemO,hevN,04940
AsN,1,Sh,41,T50,CouO,Vmar,Db+2,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoN,ldfO,pelO,celO,qppN,asdN,RepN,QpeN,U1,Zne,2,Nbe2,Ipro,terN,detO,bemO,hevO,04941
AsN,1,Sf,35,T40,CouO,Vmar,Dtec,Oact,WctC,spriv,HerO,PerO,MerO,GppN,gpmN,JgvO,LivN,EplO,fesO,vmoN,ldfN,pelO,celO,qppO,asdN,RepN,QpeN,U1,Zne,2,Nbe2,Ipro,terN,detO,bemO,hevO,04942
AsN,1,Sh,37,T40,CouO,Vcel,Dsan,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,1,Nbe1,Ipro,terN,detO,bemO,hevN,04943
AsN,1,Sf,38,T40,CouO,Vsep,Dtec,Oina,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,1,Nbe1,Ipro,terN,detO,bemO,hevN,04944
