Asvi,AsviR,Sexe,Age,Tage,Couple,Vmatri,Diplome,Occupa,Work,statut,Herit,Pere,Mere,Gparp,gparm,Jgrav,Livep,Epalo,fepsal,vmob,livdf,pel,cel,qpep,asdecv,Retrait,Qpea,Urbani,Zeat,Nbenf,Nbenfq,Iogoc,terre,dette,bdetre,hdetvo,ident
AsN,1,Sh,68,T70,CouO,Vmar,Dsan,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,04945
AsN,1,Sf,68,T70,CouO,Vmar,Dsan,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,04946
AsN,1,Sh,39,T40,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoN,ldfO,pelO,celN,qppO,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04947
AsO,0,Sh,63,T70,CouO,Vmar,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,4,Nb>3,Ipro,terN,detO,bemN,hevN,04948
AsN,1,Sf,60,T70,CouO,Vmar,Dcep,Oina,Wemp,spub,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,4,Nb>3,Ipro,terN,detO,bemN,hevN,04949
AsN,1,Sh,45,T50,CouO,Vmar,Dcep,Oact,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,4,Nb>3,Ipro,terN,detN,bemN,hevN,04950
AsN,1,Sh,53,T60,CouN,Vsep,Dsan,Oact,WctC,spriv,HerN,PerO,MerN,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoO,ldfO,pelO,celN,qppO,asdN,RepN,QpeO,U1,Zne,0,Nbe0,Ipro,terN,detN,bemN,hevN,04951
AsN,1,Sh,35,T40,CouO,Vcel,Db+2,Oact,WctB,spriv,HerN,PerO,MerO,GppN,gpmO,JgvN,LivO,EplO,fesO,vmoN,ldfO,pelO,celN,qppN,asdO,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04952
AsN,1,Sf,41,T50,CouO,Vcel,Dtec,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdO,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04953
AsO,0,Sf,44,T50,CouO,Vmar,Dbepc,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,1,Nbe1,Ipro,terN,detO,bemO,hevO,04954
AsN,1,Sh,23,T30,CouO,Vcel,Dtec,Oact,WctC,spriv,HerN,PerO,MerO,GppO,gpmO,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04955
AsN,1,Sf,23,T30,CouO,Vcel,Dbac,Oact,Wemp,spriv,HerN,PerO,MerO,GppO,gpmO,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04956
AsO,0,Sh,74,T80,CouO,Vmar,Dbepc,Oret,WctB,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppO,asdN,RepN,QpeO,U2,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,04957
AsO,0,Sf,82,T80,CouO,Vmar,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,04958
AsN,1,Sf,71,T80,CouN,Vsep,Dsan,Oina,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,1,Nbe1,Iloc,terN,detO,bemN,hevN,04959
AsO,0,Sh,48,T50,CouN,Vsep,Db+2,Oact,WctA,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celO,qppN,asdN,RepN,QpeN,U2,Zne,2,Nbe2,Iloc,terN,detN,bemN,hevN,04960
AsN,1,Sh,38,T40,CouO,Vmar,Dcep,Oact,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdO,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevO,04961
AsN,1,Sf,38,T40,CouO,Vmar,Dsan,Oact,Wemp,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelN,celO,qppN,asdO,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevO,04962
AsO,0,Sh,79,T80,CouO,Vmar,Db+5,Oret,WctA,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppO,asdN,RepN,QpeO,U2,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,04963
AsN,1,Sf,78,T80,CouO,Vmar,Db+5,Oret,WctA,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,04964
AsN,1,Sh,36,T40,CouO,Vmar,Dcep,Oact,WctC,spriv,HerN,PerO,MerO,GppO,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,3,Nb>3,Iloc,terN,detO,bemN,hevO,04965
AsN,1,Sh,42,T50,CouN,Vcel,Db+2,Oact,WctB,spub,HerO,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevO,04966
AsN,1,Sh,35,T40,CouO,Vmar,Dtec,Oact,WctC,spriv,HerO,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevO,04967
AsN,1,Sf,33,T40,CouO,Vmar,Dsan,Oact,Wemp,spriv,HerO,PerO,MerN,GppO,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevO,04968
AsN,1,Sh,41,T50,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevO,04969
AsN,1,Sf,40,T50,CouO,Vmar,Dtec,Oact,Wemp,spub,HerN,PerN,MerO,GppN,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevO,04970
AsN,1,Sh,40,T50,CouO,Vmar,Dtec,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terO,detO,bemO,hevO,04971
AsN,1,Sf,41,T50,CouO,Vmar,Dtec,Oact,Wemp,spriv,HerO,PerO,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terO,detO,bemO,hevO,04972
AsN,1,Sf,78,T80,CouN,Vsep,Dsan,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,0,Nbe0,Iloc,terN,detN,bemN,hevN,04973
AsN,1,Sh,80,T80,CouO,Vmar,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,04974
AsN,1,Sf,74,T80,CouO,Vmar,Dbepc,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,04975
AsO,0,Sh,52,T60,CouO,Vmar,Db+5,Oact,WctA,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,1,Nbe1,Ipro,terO,detN,bemN,hevN,04976
AsN,1,Sf,48,T50,CouO,Vmar,Dcep,Oact,Wemp,spub,HerO,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,1,Nbe1,Ipro,terO,detN,bemN,hevN,04977
AsN,1,Sf,77,T80,CouN,Vsep,Dsan,Oina,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,4,Nb>3,Ipro,terO,detN,bemN,hevN,04978
AsN,1,Sf,76,T80,CouN,Vsep,Dcep,Oina,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,1,Nbe1,Ipro,terN,detN,bemN,hevN,04979
AsN,1,Sf,65,T70,CouN,Vsep,Dcep,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,04980
AsN,1,Sh,73,T80,CouO,Vmar,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terN,detO,bemN,hevN,04981
AsN,1,Sf,65,T70,CouO,Vmar,Dcep,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdO,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terN,detO,bemN,hevN,04982
AsN,1,Sf,89,T80,CouN,Vsep,Dbepc,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,5,Nb>3,Iloc,terN,detN,bemN,hevN,04983
AsN,1,Sf,71,T80,CouN,Vsep,Dsan,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplO,fesN,vmoO,ldfN,pelO,celN,qppN,asdN,RepN,QpeO,U2,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,04984
AsN,1,Sh,43,T50,CouO,Vmar,Dtec,Oact,Wemp,spub,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,1,Nbe1,Iloc,terO,detO,bemN,hevN,04985
AsN,1,Sf,43,T50,CouO,Vmar,Dcep,Oact,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,1,Nbe1,Iloc,terO,detO,bemN,hevN,04986
AsN,1,Sh,37,T40,CouO,Vmar,Dsan,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04987
AsN,1,Sf,36,T40,CouO,Vmar,Dtec,Oina,Wemp,spub,HerN,PerO,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdO,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04988
AsO,0,Sh,55,T60,CouO,Vmar,Dtec,Oact,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,2,Nbe2,Ipro,terN,detO,bemN,hevO,04989
AsO,0,Sf,55,T60,CouO,Vmar,Dcep,Oina,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelN,celO,qppN,asdN,RepN,QpeN,U2,Zne,2,Nbe2,Ipro,terN,detO,bemN,hevO,04990
AsN,1,Sf,69,T70,CouN,Vsep,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelN,celO,qppN,asdN,RepN,QpeN,U2,Zne,5,Nb>3,Iloc,terN,detN,bemN,hevN,04991
AsN,1,Sh,53,T60,CouO,Vmar,Dtec,Oact,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesO,vmoN,ldfO,pelO,celN,qppO,asdN,RepN,QpeN,U2,Zne,2,Nbe2,Ipro,terN,detN,bemN,hevN,04992
AsN,1,Sf,54,T60,CouO,Vmar,Dcep,Oina,WctC,spriv,HerO,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U2,Zne,2,Nbe2,Ipro,terN,detN,bemN,hevN,04993
AsO,0,Sh,49,T50,CouO,Vmar,Dtec,Oact,WctC,spriv,HerO,PerO,MerN,GppN,gpmN,JgvO,LivN,EplN,fesO,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,2,Nbe2,Ipro,terN,detO,bemO,hevO,04994
AsN,1,Sf,48,T50,CouO,Vmar,Dtec,Oact,Wemp,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,2,Nbe2,Ipro,terN,detO,bemO,hevO,04995
AsN,1,Sh,38,T40,CouO,Vmar,Dbac,Oact,WctB,spriv,HerO,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesO,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevO,04996
AsN,1,Sh,52,T60,CouO,Vsep,Dtec,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesO,vmoN,ldfO,pelO,celO,qppN,asdN,RepN,QpeN,U2,Zne,4,Nb>3,Ipro,terN,detO,bemN,hevN,04997
AsN,1,Sf,49,T50,CouO,Vsep,Dtec,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivN,EplO,fesO,vmoN,ldfN,pelN,celO,qppN,asdN,RepN,QpeN,U2,Zne,4,Nb>3,Ipro,terN,detO,bemN,hevN,04998
AsO,0,Sh,43,T50,CouO,Vmar,Dcep,Oact,WctC,spriv,HerN,PerO,MerN,GppN,gpmO,JgvN,LivO,EplO,fesO,vmoO,ldfO,pelO,celO,qppN,asdN,RepN,QpeO,U2,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,04999
AsN,1,Sf,39,T40,CouO,Vmar,Dbepc,Oact,Wemp,spriv,HerO,PerO,MerN,GppO,gpmN,JgvN,LivO,EplO,fesO,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,05000
AsN,1,Sh,42,T50,CouO,Vmar,Db+2,Oact,WctC,spriv,HerO,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoN,ldfO,pelO,celO,qppN,asdN,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,05001
AsN,1,Sf,43,T50,CouN,Vmar,Dtec,Oina,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevN,05002
AsO,0,Sh,47,T50,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppO,asdN,RepN,QpeN,U2,Zne,1,Nbe1,Ipro,terN,detO,bemO,hevN,05003
AsN,1,Sf,47,T50,CouO,Vmar,Dcep,Oina,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,1,Nbe1,Ipro,terN,detO,bemO,hevN,05004
AsN,1,Sf,36,T40,CouO,Vmar,Dtec,Oina,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdO,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevO,05005
AsN,1,Sh,50,T60,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,3,Nb>3,Ipro,terN,detO,bemN,hevO,05006
AsN,1,Sf,48,T50,CouO,Vmar,Dcep,Oact,WctC,spriv,HerO,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesO,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,3,Nb>3,Ipro,terN,detO,bemN,hevO,05007
AsN,1,Sh,25,T30,CouN,Vcel,Dtec,Oact,WctC,spriv,HerO,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U2,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevN,05008
AsN,1,Sf,74,T80,CouN,Vsep,Dcep,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U3,Zne,1,Nbe1,Ipro,terN,detN,bemN,hevN,05009
AsN,1,Sh,48,T50,CouO,Vmar,Dbac,Oact,WctA,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepO,QpeN,U3,Zne,2,Nbe2,Ipro,terN,detO,bemO,hevO,05010
AsN,1,Sf,49,T50,CouO,Vmar,Db+5,Oact,WctA,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepO,QpeO,U3,Zne,2,Nbe2,Ipro,terN,detO,bemO,hevO,05011
AsO,0,Sh,40,T50,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U3,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevO,05012
AsN,1,Sf,40,T50,CouO,Vmar,Dtec,Oact,WctC,spub,HerN,PerN,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zne,0,Nbe0,Ipro,terN,detO,bemO,hevO,05013
AsN,1,Sf,79,T80,CouN,Vsep,Dcep,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppO,asdN,RepN,QpeN,U3,Zne,2,Nbe2,Ipro,terN,detN,bemN,hevN,05014
AsN,1,Sf,43,T50,CouO,Vmar,Dsan,Oina,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zne,0,Nbe0,Iloc,terN,detN,bemN,hevN,05015
AsN,1,Sf,42,T50,CouO,Vmar,Dsan,Oina,Wemp,spriv,HerN,PerN,MerO,GppN,gpmO,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zne,1,Nbe1,Ipro,terO,detO,bemN,hevN,05016
AsN,1,Sh,54,T60,CouO,Vsep,Dcep,Oret,Wemp,spub,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zne,1,Nbe1,Iloc,terN,detN,bemN,hevN,05017
AsN,1,Sf,54,T60,CouO,Vsep,Dtec,Oact,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zne,1,Nbe1,Iloc,terN,detN,bemN,hevN,05018
AsO,0,Sh,65,T70,CouO,Vmar,Dcep,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdO,RepN,QpeN,U3,Zne,4,Nb>3,Ipro,terN,detN,bemN,hevN,05019
AsO,0,Sf,45,T50,CouN,Vsep,Dsan,Oact,Wemp,spriv,HerO,PerN,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdO,RepO,QpeN,U3,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevO,05020
AsN,1,Sh,46,T50,CouO,Vmar,Dcep,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdO,RepN,QpeN,U3,Zne,2,Nbe2,Ipro,terN,detO,bemO,hevN,05021
AsN,1,Sf,48,T50,CouO,Vmar,Dsan,Oact,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zne,2,Nbe2,Ipro,terN,detO,bemO,hevN,05022
AsN,1,Sh,50,T60,CouO,Vmar,Db+5,Oact,WctA,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zne,0,Nbe0,Ipro,terN,detN,bemN,hevN,05023
AsO,0,Sf,48,T50,CouO,Vmar,Dbepc,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U3,Zne,0,Nbe0,Ipro,terN,detN,bemN,hevN,05024
AsN,1,Sh,54,T60,CouO,Vmar,Dcep,Oact,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U3,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevN,05025
AsO,0,Sf,54,T60,CouO,Vmar,Dbepc,Oina,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeO,U3,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevN,05026
AsO,0,Sh,81,T80,CouO,Vmar,Db+2,Oret,WctA,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U3,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,05027
AsO,0,Sf,79,T80,CouO,Vmar,Dbepc,Oina,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,05028
AsN,1,Sh,74,T80,CouN,Vsep,Db+5,Oret,WctA,spub,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U3,Zne,3,Nb>3,Ipro,terN,detN,bemN,hevN,05029
AsN,1,Sh,68,T70,CouN,Vsep,Dsan,Oret,Wemp,spub,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zne,2,Nbe2,Iloc,terN,detN,bemN,hevN,05030
AsO,0,Sf,57,T60,CouO,Vmar,Dbepc,Oact,Wemp,spriv,HerO,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celO,qppN,asdN,RepN,QpeO,U3,Zne,2,Nbe2,Ipro,terN,detN,bemN,hevN,05031
AsN,1,Sf,23,T30,CouN,Vcel,Db+5,Oact,Wemp,spub,HerN,PerO,MerO,GppO,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zne,0,Nbe0,Iloc,terN,detN,bemN,hevN,05032
AsN,1,Sh,67,T70,CouO,Vmar,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U3,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevO,05033
AsN,1,Sf,70,T80,CouO,Vmar,Dcep,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevO,05034
AsO,0,Sh,31,T40,CouO,Vcel,Dsan,Oact,WctC,spriv,HerN,PerO,MerO,GppO,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zne,3,Nb>3,Iloc,terN,detN,bemN,hevN,05035
AsN,1,Sh,53,T60,CouO,Vsep,Dsan,Oact,WctC,spriv,HerN,PerO,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zne,0,Nbe0,Iloc,terN,detO,bemN,hevO,05036
